Artifact_ID,Donor_ID
704,181
705,181
706,181
707,181
708,181
709,181
710,181
711,181
712,181
713,181
714,181
715,182
716,183
717,181
718,183
719,184
720,182
721,182
722,184
723,181
724,181
725,159
726,185
727,186
727,187
727,188
728,189
729,190
730,191
731,192
732,189
733,182
734,182
735,182
736,182
737,182
738,182
739,182
740,182
741,182
742,182
743,182
744,182
745,193
746,182
747,182
748,182
749,193
750,182
751,57
752,183
753,194
753,195
832,196
833,197
834,198
835,199
836,200
837,199
838,201
839,196
840,197
841,199
842,202
843,197
844,199
845,199
846,199
847,199
848,199
849,199
850,199
851,199
852,199
853,199
854,199
855,199
856,199
857,199
858,199
859,199
860,199
861,199
862,199
863,199
864,199
865,199
866,199
867,199
868,199
869,199
870,199
871,199
872,203
873,197
874,197
875,203
876,203
877,203
878,199
879,199
880,199
881,199
882,204
883,96
884,205
885,206
886,207
886,208
887,206
887,209
888,210
889,211
889,212
890,213
891,206
892,214
893,214
894,215
894,216
895,210
896,211
896,217
897,206
898,215
898,218
899,211
899,219
900,220
901,213
902,221
903,221
904,221
905,222
906,221
907,221
908,223
909,221
910,221
911,221
912,31
912,224
913,225
913,226
914,51
914,227
915,227
915,228
916,229
917,227
917,230
918,227
918,230
919,231
920,232
921,31
921,233
922,234
922,235
923,32
924,234
924,236
925,36
925,237
926,238
926,239
927,240
927,241
928,242
929,243
929,60
930,244
931,244
932,245
933,244
934,246
935,245
936,247
937,247
938,245
939,248
940,249
940,57
941,250
942,250
943,31
943,251
944,252
944,60
945,253
945,239
946,238
946,239
947,213
947,252
948,254
948,255
949,254
949,256
950,257
950,258
951,254
951,259
952,213
953,254
953,260
954,207
954,261
955,262
955,254
956,263
957,264
957,235
958,263
959,265
960,266
961,265
961,60
962,267
962,238
963,263
964,265
965,265
966,31
966,235
967,268
968,210
968,269
969,238
969,239
970,240
970,241
971,242
972,270
972,60
973,271
974,272
974,273
975,274
975,255
976,275
976,276
977,31
977,235
978,277
978,241
979,238
979,239
980,36
981,80
982,80
983,80
984,31
984,16
985,80
986,278
987,80
988,80
989,80
990,31
990,279
991,280
992,281
993,280
993,282
994,280
994,283
994,284
995,285
995,286
996,287
996,288
997,289
997,290
998,280
998,282
999,291
1000,292
1001,293
1001,60
1002,294
1002,295
1003,295
1003,60
1004,296
1005,295
1005,60
1006,271
1006,295
1007,297
1007,295
1008,298
1008,295
1009,299
1010,300
1011,299
1012,299
1013,299
1014,301
1015,302
1016,303
1016,304
1017,70
1018,31
1018,305
1019,254
1019,306
1020,307
1020,306
1021,107
1021,308
1022,254
1023,306
1023,309
1024,310
1025,311
1025,312
1026,43
1026,313
1027,254
1027,233
1028,314
1101,315
1102,315
1103,316
1104,316
1105,317
1106,318
1107,318
1108,318
1109,318
1110,319
1111,319
1112,319
1113,319
1114,319
1115,320
1116,320
1117,320
1118,320
1119,320
1120,321
1121,322
1122,322
1123,322
1124,322
1125,323
1126,323
1127,324
1128,324
1129,324
1130,324
1131,324
1132,324
1133,324
1134,324
1135,324
1136,324
1137,324
1138,325
1139,325
1140,325
1141,326
1142,326
1143,327
1144,327
1145,327
1146,327
1147,327
1148,327
1149,327
1150,328
1151,329
1152,329
1153,329
1154,330
1155,331
1156,331
1157,331
1158,331
1159,331
1160,332
1161,333
1162,334
1163,335
1164,336
1165,336
1166,336
1167,337
1168,338
1169,338
1170,338
1171,338
1172,338
1173,338
1174,338
1175,338
1176,338
1177,339
1178,340
1179,340
1180,340
1181,340
1182,341
1183,341
1184,342
1185,343
1186,343
1187,344
1188,344
1189,345
1190,345
1191,346
1192,347
1193,347
1194,347
1195,347
1196,347
1197,347
1198,347
1199,347
1200,347
1201,348
1202,348
1203,349
1204,349
1205,350
1206,350
1207,351
1208,351
1209,351
1210,352
1211,353
1212,354
1213,355
1214,356
1215,356
1216,357
1217,358
1218,358
1219,359
1220,359
1221,360
1222,360
1223,361
1224,361
1225,362
1226,362
1227,362
1228,362
1229,363
1230,363
1231,364
1232,364
1233,365
1234,365
1235,365
1236,366
1237,366
1238,366
1239,366
1240,366
1241,366
1242,366
1243,366
1244,367
1245,368
1246,368
1247,369
1248,369
1249,370
1250,370
1251,370
1252,371
1253,372
1254,372
1255,373
1256,374
1257,374
1258,374
1259,374
1260,375
1261,375
1262,376
1263,376
1264,377
1265,377
1266,378
1267,378
1268,378
1269,379
1270,380
1271,381
1272,381
1273,382
1274,382
1275,383
1276,383
1277,384
1278,385
1279,385
1280,385
1281,386
1282,386
1283,387
1284,388
1285,389
1286,390
1287,391
1288,391
1289,391
1290,391
1291,391
1292,391
1293,391
1294,392
1295,392
1296,392
1297,393
1298,393
1299,394
1300,395
1301,395
1302,395
1303,395
1304,395
1305,395
1306,395
1307,395
1308,396
1309,346
1310,397
1311,390
1312,390
1313,390
1314,390
1315,346
1316,346
1317,346
1318,398
1319,399
1320,399
1321,400
1322,401
1323,399
1324,402
1325,403
1326,404
1327,405
1328,406
1329,406
1330,406
1331,407
1332,408
1333,409
1334,408
1335,408
1336,408
1337,408
1338,410
1339,411
1340,412
1341,413
1342,405
1343,414
1344,414
1345,415
1346,416
1347,417
1348,418
1349,419
1350,420
1351,402
1352,421
1353,406
1354,422
1355,422
1356,422
1357,422
1358,422
1359,422
1360,423
1361,423
1362,424
1363,424
1364,424
1365,425
1366,425
1367,426
1368,427
1369,427
1370,427
1371,428
1372,429
1373,430
1374,431
1375,431
1376,431
1377,431
1378,431
1379,432
1380,433
1381,433
1382,434
1383,435
1384,436
1385,436
1386,437
1387,437
1388,437
1389,438
1390,438
1391,438
1392,438
1393,439
1394,439
1395,439
1396,440
1397,441
1398,441
1399,442
1400,443
1401,444
1402,445
1403,446
1404,446
1405,447
1406,447
1407,447
1408,447
1409,447
1410,447
1411,447
1412,448
1413,448
1414,448
1415,449
1416,450
1417,451
1418,452
1419,453
1420,454
1421,455
1422,409
1423,456
1424,457
1425,458
1426,459
1427,460
1428,461
1429,462
1430,463
1431,464
1432,465
1433,466
1434,466
1435,449
1436,467
1437,468
1438,469
1439,470
1440,471
1441,472
1442,472
1443,472
1444,473
1445,473
1446,473
1447,474
1448,474
1449,474
1450,475
1451,476
1452,477
1453,478
1454,478
1455,478
1456,478
1457,479
1458,480
1459,480
1460,481
1461,481
1462,482
1463,483
1464,483
1465,484
1466,485
1467,486
1468,486
1469,486
1470,486
1471,487
1472,488
1473,489
1474,489
1475,489
1476,489
1477,489
1478,489
1479,489
1480,489
1481,489
1482,489
1483,489
1484,489
1485,489
1486,489
1487,489
1488,489
1489,489
1490,490
1491,491
1492,491
1493,491
1494,491
1495,491
1496,491
1497,491
1498,492
1499,492
1500,492
1501,492
1502,493
1503,493
1504,494
1505,494
1506,495
1507,496
1508,497
1509,498
1510,498
1511,499
1512,499
1513,499
1514,499
1515,500
1516,501
1517,502
1518,503
1519,503
1520,504
1521,504
1522,504
1523,505
1524,505
1525,506
1526,507
1527,507
1528,508
1529,494
1530,494
1531,509
1532,510
1533,511
1534,512
1535,513
1536,514
1537,515
1538,516
1539,517
1540,517
1541,518
1542,518
1543,517
1544,517
1545,517
1546,517
1547,519
1548,519
1549,520
1550,520
1551,520
1552,521
1553,522
1554,522
1555,523
1556,523
1557,524
1558,525
1559,525
1560,526
1561,526
1562,526
1563,526
1564,526
1565,526
1566,526
1567,526
1568,526
1569,526
1570,526
1571,526
1572,527
1573,527
1574,527
1575,527
1576,528
1577,529
1578,530
1579,530
1580,530
1581,531
1582,532
1583,532
1584,532
1585,532
1586,532
1587,532
1588,532
1589,532
1590,532
1591,532
1592,533
1593,533
1594,533
1595,533
1596,533
1597,533
1598,533
1599,533
1600,533
1601,533
1602,534
1603,535
1604,535
1605,536
1606,536
1607,536
1608,536
1609,536
1610,536
1611,536
1612,536
1613,536
1614,536
1615,536
1616,536
1617,536
1618,537
1619,537
1620,537
1621,538
1622,538
1623,539
1624,539
1625,540
1626,540
1627,540
1628,541
1629,541
1630,541
1631,541
1632,541
1633,542
1634,542
1635,543
1636,543
1637,544
1638,544
1639,544
1640,544
1641,545
1642,546
1643,547
1644,547
1645,547
1646,548
1647,548
1648,549
1649,550
1650,550
1651,550
1652,550
1653,551
1654,552
1655,553
1656,554
1657,555
1658,556
1659,557
1660,399
1661,558
1662,558
1663,558
1664,558
1665,559
1666,560
1667,560
1668,560
1669,560
1670,561
1671,561
1672,562
1673,563
1674,564
1675,564
1676,564
1677,565
1678,565
1679,565
1680,565
1681,566
1682,566
1683,566
1684,566
1685,566
1686,567
1687,568
1688,568
1689,568
1690,568
1691,568
1692,568
1693,568
1694,568
1695,568
1696,568
1697,569
1698,569
1699,569
1700,569
1701,569
1702,568
1703,570
1704,570
1705,570
1706,571
1707,571
1708,571
1709,571
1710,571
1711,572
1712,573
1713,574
1714,575
1715,575
1716,575
1717,576
1718,576
1719,577
1720,578
1721,578
1722,579
1723,580
1724,580
1725,580
1726,581
1727,581
1728,581
1729,581
1730,582
1731,582
1732,582
1733,582
1734,583
1735,584
1736,585
1737,585
1738,586
1739,586
1740,586
1741,587
1742,587
1743,588
1744,589
1745,590
1746,590
1747,590
1748,590
1749,591
1750,591
1751,591
1752,591
1753,592
1754,592
1755,592
1756,593
1757,593
1758,594
1759,594
1760,594
1761,566
1762,595
1763,595
1764,595
1765,595
1766,595
1767,596
1768,597
1769,598
1770,599
1771,600
1772,600
1773,600
1774,601
1775,602
1776,602
1777,602
1778,603
1779,604
1780,604
1781,605
1782,605
1783,605
1784,605
1785,605
1786,605
1787,605
1788,605
1789,605
1790,605
1791,605
1792,605
1793,606
1794,606
1795,606
1796,606
1797,606
1798,606
1799,606
1800,606
1801,606
1802,606
1803,606
1804,606
1805,606
1806,606
1807,606
1808,606
1809,606
1810,606
1811,606
1812,606
1813,606
1814,606
1815,606
1816,606
1817,606
1818,606
1819,606
1820,606
1821,606
1822,606
1823,606
1824,607
1825,607
1826,608
1827,609
1828,609
1829,609
1830,609
1831,609
1832,609
1833,609
1834,609
1835,609
1836,609
1837,609
1838,609
1839,609
1840,609
1841,610
1842,610
1843,611
1844,445
1845,612
1846,613
1847,613
1848,613
1849,613
1850,613
1851,613
1852,613
1853,614
1854,615
1855,615
1856,616
1857,616
1858,617
1859,618
1860,619
1861,619
1862,619
1863,619
1864,619
1865,619
1866,619
1867,619
1868,619
1869,619
1870,619
1871,619
1872,426
1873,426
1874,426
1875,426
1876,620
1877,621
1878,622
1879,623
1880,623
1881,623
1882,623
1883,623
1884,624
1885,624
1886,625
1887,625
1888,625
1889,626
1890,627
1891,627
1892,627
1893,627
1894,627
1895,627
1896,627
1897,628
1898,629
1899,629
1900,629
1901,629
1902,630
1903,631
1904,632
1905,632
1906,633
1907,634
1908,635
1909,636
1910,637
1911,637
1912,637
1913,637
1914,638
1915,638
1916,639
1917,639
1918,640
1919,640
1920,640
1921,641
1922,642
1923,642
1924,642
1925,642
1926,637
1927,637
1928,637
1929,643
1930,644
1931,645
1932,646
1933,647
1934,648
1935,649
1936,650
1937,651
1938,610
1939,652
1940,652
1941,652
1942,652
1943,652
1944,652
1945,652
1946,652
1947,652
1948,652
1949,652
1950,652
1951,652
1952,652
1953,652
1954,652
1955,652
1956,652
1957,652
1958,652
1959,652
1960,652
1961,652
1962,652
1963,652
1964,652
1965,652
1966,653
1967,653
1968,653
1969,654
1970,654
1971,654
1972,654
1973,654
1974,655
1975,656
1976,656
1977,656
1978,656
1979,656
1980,656
1981,656
1982,656
1983,656
1984,656
1985,656
1986,656
1987,656
1988,656
1989,656
1990,656
1991,656
1992,656
1993,656
1994,656
1995,656
1996,656
1997,657
1998,658
1999,659
2000,659
2001,659
2002,659
2003,659
2004,659
2005,659
2006,659
2007,659
2008,659
2009,659
2010,659
2011,659
2012,659
2013,659
2014,659
2015,660
2016,661
2017,661
2018,661
2019,661
2020,661
2021,662
2022,663
2023,663
2024,664
2025,664
2026,664
2027,664
2028,664
2029,664
2030,664
2031,665
2032,666
2033,667
2034,667
2035,667
2036,667
2037,667
2038,668
2039,668
2040,668
2041,668
2042,669
2043,669
2044,670
2045,670
2046,670
2047,671
2048,671
2049,672
2050,672
2051,673
2052,673
2053,673
2054,673
2055,673
2056,673
2057,673
2058,673
2059,673
2060,673
2061,673
2062,673
2063,674
2064,675
2065,675
2066,675
2067,676
2068,676
2069,677
2070,677
2071,678
2072,635
2073,679
2074,680
2075,681
2076,681
2077,681
2078,681
2079,682
2080,683
2081,683
2082,684
2083,685
2084,685
2085,685
2086,685
2087,685
2088,685
2089,685
2090,685
2091,685
2092,685
2093,685
2094,686
2095,686
2096,686
2097,686
2098,686
2099,686
2100,686
2101,686
2102,687
2103,687
2104,688
2105,689
2106,690
2107,691
2108,691
2109,692
2110,693
2111,693
2112,693
2113,693
2114,693
2115,694
2116,695
2117,696
2118,696
2119,696
2120,697
2121,697
2122,698
2123,699
2124,700
2125,701
2126,702
2127,703
2128,703
2129,704
2130,704
2131,704
2132,705
2133,705
2134,706
2135,707
2136,708
2137,709
2138,710
2139,711
2140,711
2141,712
2142,712
2143,712
2144,712
2145,713
2146,714
2147,656
2148,656
2149,656
2150,656
2151,656
2152,656
2153,656
2154,656
2155,656
2156,656
2157,656
2158,656
2159,656
2160,656
2161,656
2162,656
2163,656
2164,656
2165,656
2166,656
2167,656
2168,367
2169,715
2170,715
2171,715
2172,715
2173,716
2174,717
2175,718
2176,713
2177,713
2178,719
2179,719
2180,720
2181,720
2182,721
2183,721
2184,722
2185,723
2186,724
2187,724
2188,724
2189,725
2190,725
2191,726
2192,726
2193,726
2194,727
2195,728
2196,729
2197,730
2198,731
2199,731
2200,732
2201,733
2202,734
2203,735
2204,736
2205,737
2206,737
2207,737
2208,737
2209,738
2210,738
2211,738
2212,738
2213,739
2214,739
2215,739
2216,739
2217,739
2218,739
2219,739
2220,739
2221,739
2222,739
2223,740
2224,740
2225,740
2226,741
2227,741
2228,742
2229,743
2230,744
2231,745
2232,745
2233,745
2234,746
2235,742
2236,747
2237,748
2238,748
2239,749
2240,749
2241,749
2242,749
2243,749
2244,749
2245,749
2246,750
2247,750
2248,751
2249,752
2250,752
2251,752
2252,753
2253,753
2254,753
2255,753
2256,753
2257,753
2258,753
2259,753
2260,753
2261,753
2262,753
2263,754
2264,755
2265,756
2266,757
2267,758
2268,758
2269,758
2270,759
2271,759
2272,759
2273,760
2274,760
2275,760
2276,761
2277,761
2278,761
2279,761
2280,761
2281,761
2282,761
2283,761
2284,761
2285,761
2286,761
2287,761
2288,762
2289,763
2290,764
2291,764
2292,764
2293,764
2294,736
2295,765
2296,765
2297,765
2298,766
2299,766
2300,766
2301,766
2302,766
2303,767
2304,768
2305,769
2306,770
2307,771
2308,771
2309,771
2310,771
2311,771
2312,771
2313,771
2314,771
2315,771
2316,771
2317,771
2318,771
2319,771
2320,771
2321,771
2322,771
2323,771
2324,772
2325,773
2326,773
2327,774
2328,775
2329,775
2330,750
2331,776
2332,485
2333,777
2334,778
2335,779
2336,780
2337,781
2338,781
2339,781
2340,782
2341,783
2342,784
2343,785
2344,785
2345,786
2346,722
2347,722
2348,722
2349,787
2350,788
2351,788
2352,789
2353,789
2354,789
2355,789
2356,789
2357,789
2358,789
2359,789
2360,566
2361,566
2362,372
2363,790
2364,791
2365,791
2366,792
2367,792
2368,792
2369,792
2370,792
2371,792
2372,793
2373,794
2374,794
2375,794
2376,679
2377,493
2378,795
2379,796
2380,796
2381,742
2382,742
2383,797
2384,575
2385,798
2386,798
2387,798
2388,798
2389,799
2390,722
2391,722
2392,722
2393,722
2394,792
2395,792
2396,800
2397,800
2398,800
2399,800
2400,801
2401,801
2402,801
2403,390
2404,709
2405,722
2406,722
2407,722
2408,802
2409,803
2410,803
2411,803
2412,803
2413,804
2414,804
2415,804
2416,804
2417,390
2418,426
2419,805
2420,805
2421,805
2422,805
2423,806
2424,807
2425,808
2426,808
2427,809
2428,809
2429,809
2430,809
2431,809
2432,809
2433,809
2434,809
2435,809
2436,809
2437,809
2438,809
2439,809
2440,809
2441,809
2442,809
2443,809
2444,809
2445,809
2446,810
2447,810
2448,810
2449,810
2450,811
2451,810
2452,811
2453,810
2454,811
2455,810
2456,811
2457,812
2458,812
2459,812
2460,812
2461,812
2462,812
2463,812
2464,812
2465,813
2466,813
2467,813
2468,813
2469,813
2470,792
2471,792
2472,792
2473,792
2474,792
2475,792
2476,792
2477,792
2478,792
2479,792
2480,814
2481,814
2482,814
2483,815
2484,816
2485,817
2486,817
2487,817
2488,817
2489,817
2490,817
2491,817
2492,817
2493,817
2494,817
2495,817
2496,818
2497,818
2498,819
2499,819
2500,819
2501,819
2502,820
2503,821
2504,822
2505,822
2506,822
2507,822
2508,822
2509,822
2510,822
2511,822
2512,822
2513,822
2514,822
2515,822
2516,822
2517,822
2518,822
2519,822
2520,822
2521,822
2522,822
2523,822
2524,822
2525,822
2526,822
2527,822
2528,822
2529,822
2530,822
2531,822
2532,822
2533,822
2534,822
2535,822
2536,822
2537,822
2538,823
2539,824
2540,825
2541,825
2542,826
2543,826
2544,826
2545,826
2546,346
2547,346
2548,346
2549,346
2550,827
2551,827
2552,827
2553,828
2554,829
2555,829
2556,822
2557,822
2558,822
2559,822
2560,822
2561,830
2562,831
2563,832
2564,832
2565,326
2566,326
2567,833
2568,833
2569,833
2570,833
2571,833
2572,742
2573,834
2574,835
2575,836
2576,836
2577,831
2578,837
2579,838
2580,838
2581,839
2582,840
2583,841
2584,841
2585,842
2586,842
2587,842
2588,842
2589,842
2590,842
2591,843
2592,843
2593,844
2594,844
2595,844
2596,844
2597,845
2598,736
2599,846
2600,846
2601,847
2602,848
2603,849
2604,850
2605,850
2606,850
2607,851
2608,849
2609,849
2610,849
2611,852
2612,853
2613,686
2614,686
2615,686
2616,854
2617,855
2618,855
2619,855
2620,855
2621,855
2622,855
2623,855
2624,855
2625,855
2626,855
2627,855
2628,856
2629,857
2630,858
2631,859
2632,860
2633,861
2634,853
2635,853
2636,853
2637,853
2638,853
2639,853
2640,853
2641,853
2642,853
2643,853
2644,853
2645,853
2646,853
2647,862
2648,863
2649,864
2650,865
2651,865
2652,865
2653,866
2654,866
2655,866
2656,867
2657,868
2658,869
2659,870
2660,870
2661,871
2662,871
2663,872
2664,493
2665,873
2666,873
2667,873
2668,874
2669,874
2670,331
2671,875
2672,747
2673,747
2674,747
2675,747
2676,331
2677,876
2678,686
2679,865
2680,877
2681,878
2682,686
2683,879
2684,880
2685,881
2686,881
2687,881
2688,881
2689,882
2690,882
2691,882
2692,390
2693,390
2694,883
2695,883
2696,883
2697,883
2698,883
2699,883
2700,884
2701,884
2702,884
2703,648
2704,648
2705,648
2706,648
2707,885
2708,885
2709,886
2710,886
2711,886
2712,886
2713,886
2714,886
2715,887
2716,887
2717,888
2718,888
2719,889
2720,890
2721,891
2722,892
2723,892
2724,892
2725,893
2726,894
2727,895
2728,896
2729,896
2730,896
2731,896
2732,896
2733,897
2734,898
2735,898
2736,899
2737,900
2738,901
2739,902
2740,903
2741,903
2742,903
2743,903
2744,903
2745,903
2746,903
2747,903
2748,904
2749,905
2750,906
2751,907
2752,907
2753,908
2754,908
2755,908
2756,908
2757,390
2758,909
2759,910
2760,911
2761,912
2762,913
2763,913
2764,913
2765,913
2766,913
2767,914
2768,914
2769,915
2770,915
2771,916
2772,424
2773,326
2774,917
2775,918
2776,918
2777,918
2778,918
2779,918
2780,919
2781,919
2782,919
2783,920
2784,736
2785,921
2786,922
2787,923
2788,924
2789,924
2790,924
2791,924
2792,925
2793,925
2794,925
2795,926
2796,927
2797,928
2798,929
2799,930
2800,921
2801,931
2802,932
2803,933
2804,912
2805,912
2806,912
2807,923
2808,934
2809,935
2810,936
2811,873
2812,937
2813,938
2814,939
2815,939
2816,939
2817,939
2818,940
2819,941
2820,942
2821,942
2822,942
2823,943
2824,944
2825,944
2826,938
2827,938
2828,405
2829,945
2830,946
2831,768
2832,947
2833,947
2834,948
2835,948
2836,948
2837,949
2838,950
2839,951
2840,952
2841,953
2842,954
2843,955
2844,956
2845,957
2846,958
2847,959
2848,960
2849,960
2850,961
2851,962
2852,962
2853,962
2854,962
2855,963
2856,963
2857,963
2858,964
2859,965
2860,966
2861,966
2862,967
2863,968
2864,969
2865,969
2866,970
2867,971
2868,972
2869,973
2870,974
2871,974
2872,974
2873,399
2874,399
2875,975
2876,976
2877,977
2878,978
2879,979
2880,979
2881,979
2882,979
2883,979
2884,979
2885,979
2886,979
2887,979
2888,979
2889,979
2890,979
2891,979
2892,979
2893,979
2894,979
2895,980
2896,980
2897,980
2898,980
2899,980
2900,980
2901,980
2902,980
2903,981
2904,981
2905,981
2906,981
2907,982
2908,983
2909,983
2910,984
2911,984
2912,985
2913,985
2914,986
2915,986
2916,987
2917,988
2918,989
2919,990
2920,991
2921,992
2922,993
2923,581
2924,581
2925,994
2926,995
2927,996
2928,873
2929,997
2930,998
2931,999
2932,1000
2933,1001
2934,1002
2935,1002
2936,1003
2937,1004
2938,1005
2939,1006
2940,1007
2941,1008
2942,1009
2943,1009
2944,1009
2945,1009
2946,1010
2947,1011
2948,1012
2949,1012
2950,1012
2951,1012
2952,1012
2953,1013
2954,1014
2955,1015
2956,1016
2957,1017
2958,1018
2959,1019
2960,1020
2961,1021
2962,1021
2963,1022
2964,1022
2965,1023
2966,1023
2967,1024
2968,1025
2969,742
2970,1026
2971,1027
2972,1028
2973,1029
2974,1029
2975,1029
2976,1030
2977,1030
2978,1030
2979,1030
2980,1031
2981,1031
2982,1031
2983,1031
2984,1031
2985,1031
2986,873
2987,1032
2988,1033
2989,1033
2990,1034
2991,1034
2992,1034
2993,1034
2994,1035
2995,1036
2996,390
2997,1037
2998,1038
2999,1039
3000,1040
3001,626
3002,626
3003,626
3004,1041
3005,1042
3006,1043
3007,1043
3008,1043
3009,1043
3010,1043
3011,1044
3012,1044
3013,1044
3014,1045
3015,1045
3016,1045
3017,1045
3018,1045
3019,1046
3020,1047
3021,797
3022,797
3023,1048
3024,1049
3025,1049
3026,1049
3027,1049
3028,1049
3029,1049
3030,1050
3031,1050
3032,1051
3033,1051
3034,1052
3035,815
3036,815
3037,1053
3038,1054
3039,1055
3040,1056
3041,1056
3042,1057
3043,1057
3044,1057
3045,1057
3046,1057
3047,1057
3048,1057
3049,1057
3050,1058
3051,1059
3052,1060
3053,1061
3054,1062
3055,1063
3056,1064
3057,1065
3058,1066
3059,1067
3060,1068
3061,1068
3062,1068
3063,1068
3064,1068
3065,1068
3066,1068
3067,1068
3068,1068
3069,1068
3070,1068
3071,1068
3072,1068
3073,1068
3074,1068
3075,1068
3076,1068
3077,1068
3078,1068
3079,1068
3080,1069
3081,1070
3082,797
3083,1071
3084,1072
3085,1072
3086,1072
3087,1073
3088,1074
3089,1075
3090,1076
3091,1077
3092,1078
3093,1079
3094,1079
3095,1079
3096,1080
3097,1080
3098,1081
3099,1082
3100,1083
3101,1084
3102,1085
3103,1086
3104,1086
3105,1086
3106,1086
3107,1087
3108,1088
3109,1089
3110,1089
3111,1089
3112,1089
3113,1090
3114,1090
3115,1090
3116,1091
3117,1092
3118,1092
3119,1092
3120,1093
3121,1094
3122,1095
3123,1095
3124,1096
3125,1097
3126,1098
3127,1099
3128,1099
3129,873
3130,1100
3131,1100
3132,1100
3133,1100
3134,1101
3135,1101
3136,1101
3137,1101
3138,1101
3139,1102
3140,1102
3141,1102
3142,1102
3143,1102
3144,1103
3145,1104
3146,1104
3147,1104
3148,1104
3149,1105
3150,1106
3151,1107
3152,1108
3153,1108
3154,1109
3155,1109
3156,1109
3157,1109
3158,1109
3159,1110
3160,1111
3161,1111
3162,1111
3163,1111
3164,1111
3165,1111
3166,1112
3167,1112
3168,1112
3169,1113
3170,695
3171,1114
3172,1115
3173,1115
3174,1116
3175,1117
3176,1117
3177,1118
3178,1119
3179,775
3180,1120
3181,1121
3182,1122
3183,1123
3184,1124
3185,1125
3186,1125
3187,1125
3188,1125
3189,1125
3190,1125
3191,1126
3192,1126
3193,1127
3194,1127
3195,1127
3196,1127
3197,1127
3198,1128
3199,1128
3200,1129
3201,1130
3202,1130
3203,1131
3204,1132
3205,1132
3206,1132
3207,1132
3208,1133
3209,1133
3210,1133
3211,1133
3212,1133
3213,1134
3214,1135
3215,1135
3216,1135
3217,1135
3218,1136
3219,1137
3220,1138
3221,1139
3222,1140
3223,1125
3224,1125
3225,1141
3226,1142
3227,1143
3228,1144
3229,1144
3230,1145
3231,1146
3232,873
3233,873
3234,873
3235,873
3236,873
3237,873
3238,873
3239,873
3240,873
3241,873
3242,1147
